Unnamed: 0,Topic,Count,TopicLabel,WordScore,Sentiment,TopicWords
0,-1,50,-1_people_health_people die_die,"[('people', 0.024783489806157882), ('health', 0.024777569022159045), ('people die', 0.019884271874370817), ('die', 0.017695968917850934), ('day', 0.017160742362567073), ('dying', 0.013163648635213382), ('overdose', 0.013163648635213382), ('opiate', 0.013163648635213382), ('opiate overdose', 0.013163648635213382), ('every', 0.0130308779877529)]",negative,"['people', 'health', 'people die', 'die', 'day', 'dying', 'overdose', 'opiate', 'opiate overdose', 'every ']"
1,0,103,0_nursing_patients_covid_homes,"[('nursing', 0.04142626766221255), ('patients', 0.03447399086977098), ('covid', 0.034391458495444546), ('homes', 0.03375072397399641), ('nursing homes', 0.03157441607206272), ('amp', 0.03080766747302763), ('covid patients', 0.025010744613019508), ('patients nursing', 0.0211941991943279), ('patients nursing homes', 0.020169084027838277), ('ny', 0.018995162589758505)]",negative,"['nursing', 'patients', 'covid', 'homes', 'nursing homes', 'amp', 'covid patients', 'patients nursing', 'patients nursing homes', 'ny ']"
2,1,51,1_health_help_mental_mental health,"[('health', 0.04830029123508629), ('help', 0.028609156129358604), ('mental', 0.02698324748060144), ('mental health', 0.025893743955274624), ('panama', 0.021895018142483215), ('people', 0.016052739405657244), ('thing', 0.014689549363074898), ('work', 0.014159500135728935), ('care', 0.01304417480202612), ('im', 0.012863021601308366)]",negative,"['health', 'help', 'mental', 'mental health', 'panama', 'people', 'thing', 'work', 'care', 'im ']"
3,2,29,2_health_covid_medical_vaccine,"[('health', 0.029163488094790458), ('covid', 0.023122143760036663), ('medical', 0.022741895653736303), ('vaccine', 0.020751564583784864), ('migrants', 0.019625439682590163), ('illegal', 0.019625439682590163), ('eu', 0.019625439682590163), ('cases', 0.017787055357529884), ('pandemic', 0.017523377212111987), ('extremely', 0.016815677646942247)]",negative,"['health', 'covid', 'medical', 'vaccine', 'migrants', 'illegal', 'eu', 'cases', 'pandemic', 'extremely ']"
