Unnamed: 0,Topic,Count,TopicLabel,WordScore,Sentiment,TopicWords
0,-1,20,-1_metaverse_health_isnt_healium,"[('metaverse', 0.02627576943725671), ('health', 0.023569190807817303), ('isnt', 0.02131838483112277), ('healium', 0.01873456261632915), ('doctors nurses', 0.01873456261632915), ('story', 0.01873456261632915), ('nurses', 0.017517179624837807), ('doctors', 0.017054707864898214), ('many', 0.017054707864898214), ('single', 0.016654294924687795)]",negative,"['metaverse', 'health', 'isnt', 'healium', 'doctors nurses', 'story', 'nurses', 'doctors', 'many', 'single ']"
1,0,39,0_covid19_korea_north_view,"[('covid19', 0.040637481024448315), ('korea', 0.03365025013895762), ('north', 0.03190956064982905), ('view', 0.024976991206601486), ('south', 0.022782591897408874), ('singapore', 0.02198557074964912), ('view article', 0.02168295862058631), ('article', 0.02168295862058631), ('krnr', 0.021330255388813585), ('north korea', 0.019576266513991882)]",negative,"['covid', 'korea', 'north', 'view', 'south', 'singapore', 'view article', 'article', 'krnr', 'north korea ']"
2,1,37,1_coronavirus_cases_new_people,"[('coronavirus', 0.04919367259416085), ('cases', 0.029492189596657784), ('new', 0.028201652883772504), ('people', 0.027138912695369007), ('covid19', 0.025705550185671246), ('seoul', 0.02317243468308826), ('korea', 0.022839919418717543), ('health', 0.022413304138411468), ('infections', 0.01949234518265969), ('help', 0.01579822300183287)]",negative,"['coronavirus', 'cases', 'new', 'people', 'covid', 'seoul', 'korea', 'health', 'infections', 'help ']"
3,2,34,2_nurse_amp_get_health,"[('nurse', 0.02239105508842699), ('amp', 0.021916440676598564), ('get', 0.02110841425858828), ('health', 0.019804915644656803), ('like', 0.01959217320237362), ('help', 0.018147579381468108), ('mental', 0.017663377633846317), ('mental health', 0.015179336886619932), ('see', 0.013697775422874103), ('care', 0.013192758911617676)]",negative,"['nurse', 'amp', 'get', 'health', 'like', 'help', 'mental', 'mental health', 'see', 'care ']"
