,Topic,Count,TopicLabel,WordScore,Sentiment
35,34,470,34_diwali_festival_may_happy,"[('diwali', 0.053304175197543595), ('festival', 0.03542618316657861), ('may', 0.022572616658717643), ('happy', 0.020967985675909656), ('celebrate', 0.020582160899479063), ('joy', 0.02054424528481372), ('happy diwali', 0.019778860312698814), ('ugadi', 0.018263596082476775), ('prosperity', 0.016403415692376355), ('family', 0.014849041165188846)]",positive
36,35,470,35_birthday_ji_birthday greetings_shri,"[('birthday', 0.04582216020603314), ('ji', 0.03625693378295427), ('birthday greetings', 0.034359828221892756), ('shri', 0.03412652563745004), ('greetings', 0.03225758317522414), ('minister', 0.031301354145418556), ('shri ji', 0.026206108283708115), ('good health', 0.02389701064437074), ('long life', 0.023467612096157244), ('long', 0.022978768785135988)]",positive
37,36,382,36_soil_soil health_savesoil_farmers,"[('soil', 0.11260447820840958), ('soil health', 0.07043680047902667), ('savesoil', 0.05033412985528665), ('farmers', 0.024184628760014246), ('restore soil', 0.021294549321181012), ('health', 0.020143715470779377), ('restore soil health', 0.020021942102424427), ('restore', 0.019348312197824496), ('soil health card', 0.015467493181867008), ('movement', 0.01412595860332575)]",positive
38,37,379,37_bjp_party_worker_congress,"[('bjp', 0.028102273252356515), ('party', 0.020607152409388804), ('worker', 0.01383604045118942), ('congress', 0.010121207200498205), ('appreciate', 0.008458049712911647), ('election', 0.00821717639930369), ('politics', 0.008076739758514237), ('campaign', 0.007984396430904398), ('ji', 0.007716846862567833), ('minister', 0.0072254126133547356)]",positive
39,38,378,38_doctors nurses medical_nurses medical_reaffirm gratitude towards_reaffirm gratitude,"[('doctors nurses medical', 0.0483995060662279), ('nurses medical', 0.04775981489949623), ('reaffirm gratitude towards', 0.04500632494764241), ('reaffirm gratitude', 0.04483815638351099), ('reaffirm', 0.04439605107919076), ('also reaffirm gratitude', 0.043039910814402664), ('also reaffirm', 0.043039910814402664), ('us pray others', 0.043039910814402664), ('pray others good', 0.043039910814402664), ('pray others', 0.04299473909933626)]",positive
40,39,376,39_tulsi_pujan_tulsi pujan_diwas,"[('tulsi', 0.11637172955100641), ('pujan', 0.0544123656259646), ('tulsi pujan', 0.053653861105506864), ('diwas', 0.05278179000623183), ('sant', 0.05153088584097293), ('sant shri', 0.051185887399364416), ('shri asharamji', 0.05066280563724049), ('asharamji', 0.05064582373102958), ('bapu', 0.05062942048423326), ('pujan diwas', 0.050080090215383434)]",positive
41,40,373,40_police_appreciate_safe_thank,"[('police', 0.05338681355969212), ('appreciate', 0.02190728811989067), ('safe', 0.01098877225951993), ('thank', 0.009875298363768898), ('amp', 0.009209157409886794), ('work', 0.008875210817366806), ('safety', 0.008673255566842746), ('sir', 0.008420276954192498), ('cops', 0.00836982968360145), ('efforts', 0.007720356887784915)]",positive
42,41,369,41_mothers_mothers day_day_happy mothers day,"[('mothers', 0.03812471593668448), ('mothers day', 0.02739112019855897), ('day', 0.020181349433087036), ('happy mothers day', 0.019356987025147987), ('happy mothers', 0.019232445069200278), ('mothersday', 0.01665068440656926), ('spsf', 0.01561800863274955), ('fathers', 0.015602255529509116), ('happy', 0.012961107865051408), ('love', 0.012112531380594128)]",positive
43,42,364,42_heroes_coronavirus_chd_covid19 covid,"[('heroes', 0.03156726380684666), ('coronavirus', 0.024525699158561166), ('chd', 0.023196574379424597), ('covid19 covid', 0.020533008504391343), ('thank bottom', 0.018146572823412397), ('bottom', 0.017565146861387305), ('covid', 0.016689430727431058), ('true heroes', 0.015775668524214997), ('thank', 0.01507060564031812), ('covid19', 0.014497628657529509)]",positive
44,43,361,43_ayurveda_ayurvedic_patanjali_medicine,"[('ayurveda', 0.0530202803571946), ('ayurvedic', 0.047846111412825035), ('patanjali', 0.034201010143704955), ('medicine', 0.03063494058728609), ('ayurvedic medicine', 0.028971115250106712), ('coronil', 0.02574690108769544), ('cure covid19', 0.024326082125972103), ('claimed', 0.023446521546380487), ('claimed ayurvedic medicine', 0.023435491609370536), ('claimed ayurvedic', 0.023435491609370536)]",positive
45,44,358,44_oxygen_bed_covid_hospital,"[('oxygen', 0.0789664878244163), ('bed', 0.01845974552665799), ('covid', 0.017650881056372716), ('hospital', 0.01350595669986296), ('help', 0.013415994364494647), ('cylinder', 0.01269206331540044), ('concentrators', 0.011831904519924899), ('oxygen concentrators', 0.011679620709635572), ('saini', 0.011618962367841067), ('plants', 0.011558496050823501)]",positive
46,45,353,45_patience_appreciate patience_appreciate_concern,"[('patience', 0.05789836349324141), ('appreciate patience', 0.053064709651118085), ('appreciate', 0.04625752107282511), ('concern', 0.045663734730344886), ('update', 0.039617847129038146), ('assured', 0.03495630078136012), ('update appreciate', 0.029898870360042053), ('care', 0.02772498175543411), ('resolution', 0.02688131900064568), ('understanding', 0.02502465424917728)]",positive
47,46,348,46_ramadan_holy month_month_holy,"[('ramadan', 0.05391598404421571), ('holy month', 0.05137978798064928), ('month', 0.051281934590847025), ('holy', 0.05002235019340479), ('may', 0.04873621551731787), ('ramzan', 0.04510357652346998), ('mubarak', 0.0421416268824326), ('month bring', 0.04097149563361838), ('ramzan mubarak', 0.03950148445851106), ('holy month bring', 0.03899497266382543)]",positive
48,47,340,47_durga_navratri_maa_maa durga,"[('durga', 0.052876032284392055), ('navratri', 0.04364444356073788), ('maa', 0.03504748090025075), ('maa durga', 0.03239427645261946), ('may', 0.023000928483942723), ('happy', 0.02115319867878674), ('leema', 0.020106796814114796), ('blessings', 0.019003218838778053), ('happiness', 0.01870646081838915), ('evil', 0.018316636137794405)]",positive
49,48,329,48_recruitment_savemalenurses_aiims_8020,"[('recruitment', 0.08373389820356619), ('savemalenurses', 0.07277510677737194), ('aiims', 0.06327592831414937), ('8020', 0.06024047871712332), ('recruitment rules', 0.05685343083093489), ('nursing', 0.053014383966655816), ('rules', 0.05086172152266845), ('nursing officer', 0.044437303992642285), ('male', 0.03943773213690137), ('nursing officers', 0.038134635755820045)]",positive
50,49,324,49_doctors nurses police_nurses police_police_doctors nurses,"[('doctors nurses police', 0.049546075025759355), ('nurses police', 0.04843561982295395), ('police', 0.04086444865828485), ('doctors nurses', 0.03923062664750648), ('warriors doctors nurses', 0.033317872888626435), ('doctors', 0.03284715089845415), ('warriors doctors', 0.03280358130470712), ('nurses', 0.03237492663477855), ('corona', 0.032373307534127774), ('workers fruits', 0.03055822223021381)]",positive
