Unnamed: 0,Topic,Count,TopicLabel,WordScore,Sentiment,TopicWords
0,-1,27,-1_health_god_benefits_go,"[('health', 0.04170486888218534), ('god', 0.019865310099886582), ('benefits', 0.018123717104548107), ('go', 0.015892248079909264), ('using', 0.014498973683638484), ('amp', 0.013065180331884555), ('drumming', 0.013057624513080538), ('thank god health', 0.013057624513080538), ('crypto', 0.013057624513080538), ('small', 0.013057624513080538)]",positive,"['health', 'god', 'benefits', 'go', 'using', 'amp', 'drumming', 'thank god health', 'crypto', 'small ']"
1,0,32,0_bucharest_romania_bucharest romania_health,"[('bucharest', 0.04291824175013579), ('romania', 0.041253287739515254), ('bucharest romania', 0.017155083382629683), ('health', 0.01380894547432359), ('help', 0.013718946260856988), ('stayhome', 0.012625630972280717), ('solutions', 0.01233344083269813), ('philips', 0.01233344083269813), ('singer', 0.01233344083269813), ('photography', 0.01233344083269813)]",positive,"['bucharest', 'romania', 'bucharest romania', 'health', 'help', 'stayhome', 'solutions', 'philips', 'singer', 'photography ']"
2,1,17,1_safe_stay_much_keep,"[('safe', 0.06319204714946598), ('stay', 0.049817584938300366), ('much', 0.04528871358027307), ('keep', 0.03675437074542941), ('stay safe', 0.0357786188139628), ('everything', 0.03247018936775334), ('people', 0.03066738755482525), ('thank', 0.030225462873731512), ('thank much', 0.028011967238641335), ('live', 0.027058491139794454)]",positive,"['safe', 'stay', 'much', 'keep', 'stay safe', 'everything', 'people', 'thank', 'thank much', 'live ']"
3,2,15,2_health_health happiness_happiness_thank,"[('health', 0.07563888672733428), ('health happiness', 0.07515472851305943), ('happiness', 0.07515472851305943), ('thank', 0.07401417769712204), ('heart lots', 0.07282068805153262), ('heart lots health', 0.07282068805153262), ('bottom heart lots', 0.07282068805153262), ('bottom', 0.07107064386115589), ('heart', 0.07107064386115589), ('bottom heart', 0.07107064386115589)]",positive,"['health', 'health happiness', 'happiness', 'thank', 'heart lots', 'heart lots health', 'bottom heart lots', 'bottom', 'heart', 'bottom heart ']"
4,3,10,3_app_vital_dreamlab_dreamlab app,"[('app', 0.044311763470771724), ('vital', 0.044311763470771724), ('dreamlab', 0.044311763470771724), ('dreamlab app', 0.044311763470771724), ('research', 0.039867016343203145), ('help', 0.032859751523010745), ('health', 0.031008111095038003), ('healthcare', 0.0308175150586162), ('download dreamlab', 0.024915169777918612), ('phone help', 0.024915169777918612)]",positive,"['app', 'vital', 'dreamlab', 'dreamlab app', 'research', 'help', 'health', 'healthcare', 'download dreamlab', 'phone help ']"
