,Topic,Count,TopicLabel,WordScore,Sentiment
61,60,16,60_businesses_grant_grant scheme_small,"[('businesses', 0.07107438899830361), ('grant', 0.056652155741534725), ('grant scheme', 0.04128100736699254), ('small', 0.03788759794882786), ('scheme', 0.03399405020419272), ('small businesses', 0.033162986089839634), ('business', 0.03151478391411817), ('hospitality', 0.031220690724044566), ('covid19', 0.02667678271582115), ('businesses need', 0.025906173804070603)]",positive
62,61,16,61_purchase_last_pure quality_lightweight workers jacket,"[('purchase', 0.03136194076163865), ('last', 0.024457291365807036), ('pure quality', 0.02202420892211507), ('lightweight workers jacket', 0.02202420892211507), ('quality also donate', 0.02202420892211507), ('took delivery', 0.02202420892211507), ('purchase unlikely last', 0.02202420892211507), ('lightweight workers', 0.02202420892211507), ('also donate 10', 0.02202420892211507), ('took delivery today', 0.02202420892211507)]",positive
63,62,16,62_123_mind 24 hour_issues related lockdown_charity mind 24,"[('123', 0.06049140105697917), ('mind 24 hour', 0.05405117749440831), ('issues related lockdown', 0.05405117749440831), ('charity mind 24', 0.05405117749440831), ('health issues related', 0.05405117749440831), ('pandemic hard', 0.05405117749440831), ('helpline 0300', 0.05405117749440831), ('especially already battling', 0.05405117749440831), ('especially already', 0.05405117749440831), ('wonderful charity mind', 0.05405117749440831)]",positive
64,63,15,63_also see_see_also_agree,"[('also see', 0.05540011928479398), ('see', 0.03338805195413596), ('also', 0.029777745003590365), ('agree', 0.02441727669792325), ('see raised', 0.021580519175298494), ('middle', 0.021580519175298494), ('prioritised', 0.021580519175298494), ('still power charity', 0.021580519175298494), ('still power', 0.021580519175298494), ('prioritised outside spaces', 0.021580519175298494)]",positive
65,64,15,64_launched_covid19_launched morning ourfrontline_brilliant new,"[('launched', 0.03687197695246574), ('covid19', 0.03678643648312638), ('launched morning ourfrontline', 0.03658456401974372), ('brilliant new', 0.03658456401974372), ('morning ourfrontline bring', 0.03658456401974372), ('morning ourfrontline', 0.03658456401974372), ('resources keyworkers', 0.03658456401974372), ('support resources', 0.03658456401974372), ('resources keyworkers tackling', 0.03658456401974372), ('muchneeded mental health', 0.03658456401974372)]",positive
66,65,15,65_coronavirus_trust_group consider_multimillion brands nothing,"[('coronavirus', 0.02061392900475068), ('trust', 0.019494599255608695), ('group consider', 0.01871373434020349), ('multimillion brands nothing', 0.01871373434020349), ('charge throughout', 0.01871373434020349), ('page fundraising', 0.01871373434020349), ('pay influencers', 0.01871373434020349), ('offering payment plans', 0.01871373434020349), ('offering payment', 0.01871373434020349), ('group consider safe', 0.01871373434020349)]",positive
67,66,14,66_nurses_society_1997_nurses worth weight,"[('nurses', 0.03326549427256975), ('society', 0.032169864358012494), ('1997', 0.02574325891469617), ('nurses worth weight', 0.02574325891469617), ('scn fiona', 0.02574325891469617), ('nurse kirsty brewerton', 0.02574325891469617), ('scn', 0.02574325891469617), ('nurses annabel grant', 0.02574325891469617), ('nurses important', 0.02574325891469617), ('nurses important aw', 0.02574325891469617)]",positive
68,67,14,67_childrens_hospital taking_hospital_much funds,"[('childrens', 0.032270559254270116), ('hospital taking', 0.03157297990745006), ('hospital', 0.02764270859871687), ('much funds', 0.02466409697784804), ('raise much funds', 0.02466409697784804), ('childrens health', 0.021309343224100444), ('raise much', 0.020546851718764803), ('children', 0.020480017404190903), ('eid', 0.019162515745789633), ('foundation', 0.019051082415461346)]",positive
69,68,14,68_deed_event_deed april_good deed,"[('deed', 0.026191221968680165), ('event', 0.02060385482226884), ('deed april', 0.020459989538442126), ('good deed', 0.020459989538442126), ('good deed april', 0.020459989538442126), ('fundraising', 0.016710998126832518), ('april', 0.015380328713586106), ('carthadaft', 0.01440744888123621), ('carthadaft carthafamily gooddeedapril', 0.01440744888123621), ('carthadaft carthafamily', 0.01440744888123621)]",positive
70,69,13,69_learning disability_learning_disability_angels,"[('learning disability', 0.09200299039682557), ('learning', 0.09126958490180792), ('disability', 0.0850073061581225), ('angels', 0.064739918770491), ('residents', 0.06083231552883828), ('learningdisabilityweek', 0.05700100005278399), ('residents today say', 0.041342197905719365), ('nurses carers internationalnursesday', 0.041342197905719365), ('nurses angels staff', 0.041342197905719365), ('nurses angels', 0.041342197905719365)]",positive
71,70,13,70_grants_glasgow community mental_fund open grants_glasgow community,"[('grants', 0.03514255442351622), ('glasgow community mental', 0.03131267964144186), ('fund open grants', 0.03131267964144186), ('glasgow community', 0.03131267964144186), ('open grants 10k', 0.03131267964144186), ('open grants', 0.03131267964144186), ('wellbeing fund open', 0.03006296782491984), ('wellbeing fund', 0.03006296782491984), ('health wellbeing fund', 0.03006296782491984), ('grants 10k', 0.03006296782491984)]",positive
72,71,13,71_archies22_childrens healthcare_summit_1000m,"[('archies22', 0.0751839686952296), ('childrens healthcare', 0.07399271235232814), ('summit', 0.07190551408536294), ('1000m', 0.06885105149340208), ('130 archies mountains', 0.06885105149340208), ('archies mountains', 0.06885105149340208), ('summit 130 archies', 0.06885105149340208), ('summit 130', 0.06885105149340208), ('scotland 1000m', 0.06885105149340208), ('130 archies', 0.06885105149340208)]",positive
73,72,13,72_golf_game_details_golf day,"[('golf', 0.11689715014741409), ('game', 0.03385397050495973), ('details', 0.03079866564284173), ('golf day', 0.02954907093902378), ('memorial', 0.026591146245458677), ('leeds yorkshire membership', 0.021672743616218574), ('details mensupportingmen', 0.021672743616218574), ('details mensupportingmen mensmentalhealth', 0.021672743616218574), ('dm details', 0.021672743616218574), ('dm details mensupportingmen', 0.021672743616218574)]",positive
74,73,12,73_amp_conversation_power_challenges excite,"[('amp', 0.04622364380465945), ('conversation', 0.019074932095363435), ('power', 0.018398540219923633), ('challenges excite', 0.018047765146601943), ('amp best health', 0.018047765146601943), ('guides could', 0.018047765146601943), ('place best instructors', 0.018047765146601943), ('pleasure would recommend', 0.018047765146601943), ('measures place best', 0.018047765146601943), ('deliver challenges', 0.018047765146601943)]",positive
75,74,12,74_carer_respite grant_respite_current,"[('carer', 0.0466706640926523), ('respite grant', 0.039813541382038485), ('respite', 0.03887224162621049), ('current', 0.02284664195470232), ('everyone elses 75', 0.02202420892211507), ('everyone elses', 0.02202420892211507), ('reach youre needing', 0.02202420892211507), ('reach youre', 0.02202420892211507), ('issues extension', 0.02202420892211507), ('extended respite', 0.02202420892211507)]",positive
76,75,12,75_jobs_tags_worker_real deal,"[('jobs', 0.05392898548871471), ('tags', 0.04404612721800134), ('worker', 0.03314970424414641), ('real deal', 0.03117712691572133), ('charity think', 0.03117712691572133), ('ta john jobs', 0.03117712691572133), ('john jobs tags', 0.03117712691572133), ('john jobs', 0.03117712691572133), ('jobs tags charity', 0.03117712691572133), ('jobs tags', 0.03117712691572133)]",positive
77,76,12,76_young widows due_covid health reasons_widow husband died_saved gave,"[('young widows due', 0.03389452254770374), ('covid health reasons', 0.03389452254770374), ('widow husband died', 0.03389452254770374), ('saved gave', 0.03389452254770374), ('reason live', 0.03389452254770374), ('reasons want promote', 0.03389452254770374), ('reasons want', 0.03389452254770374), ('charity saved gave', 0.03389452254770374), ('promote charity saved', 0.03389452254770374), ('promote charity', 0.03389452254770374)]",positive
78,77,12,77_dahls_roald_roald dahls_dahls marvellous childrens,"[('dahls', 0.04568080011202311), ('roald', 0.04568080011202311), ('roald dahls', 0.04568080011202311), ('dahls marvellous childrens', 0.032348456606931295), ('marvellous childrens charity', 0.032348456606931295), ('marvellous childrens', 0.032348456606931295), ('roald dahls marvellous', 0.032348456606931295), ('dahls marvellous', 0.032348456606931295), ('marvellous', 0.03130567177265194), ('childrens charity', 0.026499180309883894)]",positive
79,78,11,78_gave grants_gave_grants_live vital research,"[('gave grants', 0.07001213188677727), ('gave', 0.0639003630127934), ('grants', 0.06333709326480622), ('live vital research', 0.03890004275517054), ('staff beds local', 0.03890004275517054), ('grants towards', 0.03890004275517054), ('nurses staff', 0.03890004275517054), ('nurses staff beds', 0.03890004275517054), ('vital research cancers', 0.03890004275517054), ('gave grants university', 0.03890004275517054)]",positive
80,79,10,79_pictures_massive thank kenilworth_donation jake_covid19 many,"[('pictures', 0.0464059234881313), ('massive thank kenilworth', 0.034036389303323124), ('donation jake', 0.034036389303323124), ('covid19 many', 0.034036389303323124), ('covid19 many pictures', 0.034036389303323124), ('lockdown pandemic thanks', 0.034036389303323124), ('leamington donation wellbeing', 0.034036389303323124), ('leamington donation', 0.034036389303323124), ('leamington', 0.034036389303323124), ('key worker team', 0.034036389303323124)]",positive
81,80,10,80_role_programme_sefvice_service well,"[('role', 0.04249009141952911), ('programme', 0.042265295839577104), ('sefvice', 0.03497532418065618), ('service well', 0.03497532418065618), ('sharing responses', 0.03497532418065618), ('sharing responses today', 0.03497532418065618), ('great way adapt', 0.03497532418065618), ('service well done', 0.03497532418065618), ('seen thanks spent', 0.03497532418065618), ('seen thanks', 0.03497532418065618)]",positive
