,Topic,Count,TopicLabel,WordScore,Sentiment
28,27,62,27_helping people_helping_amazing_rent donations amazing,"[('helping people', 0.10728654462924198), ('helping', 0.06860874967510866), ('amazing', 0.06732322313926413), ('rent donations amazing', 0.06659776120162045), ('video connect hes', 0.06659776120162045), ('amazing plan', 0.06659776120162045), ('amazing plan amazing', 0.06659776120162045), ('covid19 pandemic helping', 0.06659776120162045), ('connect hes helping', 0.06659776120162045), ('connect hes', 0.06659776120162045)]",positive
29,28,58,28_run_running_miles_sponsoring,"[('run', 0.02257464098174419), ('running', 0.02065060303896414), ('miles', 0.019405500427544912), ('sponsoring', 0.012735689922814254), ('fitness', 0.01272214799537885), ('get homeless', 0.012633014423171015), ('homeless back feet', 0.012633014423171015), ('homeless back', 0.012633014423171015), ('help get homeless', 0.012633014423171015), ('using running help', 0.012633014423171015)]",positive
30,29,54,29_fight covid19_fight_donation help fight_please help,"[('fight covid19', 0.024372967922619716), ('fight', 0.022590084665708384), ('donation help fight', 0.01749926807475158), ('please help', 0.016427566814112234), ('help fight covid19', 0.01588065501253676), ('brampton', 0.014998876055936783), ('help fight', 0.014094811297860827), ('covid19', 0.013266604776112294), ('trauma', 0.011657903128171547), ('please', 0.010318213658915835)]",positive
31,30,53,30_plasma_plasma donation_convalescent_convalescent plasma,"[('plasma', 0.06439197110514967), ('plasma donation', 0.03334579319954527), ('convalescent', 0.023509165590359742), ('convalescent plasma', 0.023509165590359742), ('antibodies', 0.017880145996399168), ('blood plasma', 0.017442385914610704), ('plasma donations', 0.015294842709191077), ('kartik aaryan', 0.014611679220076588), ('kartik', 0.014611679220076588), ('aaryan', 0.014611679220076588)]",positive
32,31,50,31_health emergency grant_public health emergency_county_emergency,"[('health emergency grant', 0.03523888250978366), ('public health emergency', 0.03130226764893178), ('county', 0.03119928659397098), ('emergency', 0.030899695613653022), ('health emergency', 0.030731904055393038), ('emergency grant program', 0.030371440401272386), ('accepting applications', 0.029629068475037636), ('emergency grant', 0.02941366856615058), ('established assist', 0.024225710886969783), ('accepting applications county', 0.024225710886969783)]",positive
33,32,50,32_essentials food medical_needs quarantined isolated_help communities_help communities prevent,"[('essentials food medical', 0.047967282485287005), ('needs quarantined isolated', 0.047967282485287005), ('help communities', 0.047967282485287005), ('help communities prevent', 0.047967282485287005), ('quarantined isolated individuals', 0.047967282485287005), ('food medical needs', 0.047967282485287005), ('home essentials food', 0.047967282485287005), ('donation help communities', 0.047967282485287005), ('staffing provide critical', 0.047967282485287005), ('staffing provide', 0.047967282485287005)]",positive
34,33,48,33_school_elementary_kids_stability throughout,"[('school', 0.010524107708258252), ('elementary', 0.009493097560516585), ('kids', 0.008869865447713503), ('stability throughout', 0.008544810670296091), ('cherry', 0.008544810670296091), ('giveoxford', 0.008544810670296091), ('oxfordms', 0.008544810670296091), ('education amp financial', 0.008544810670296091), ('advance health education', 0.008544810670296091), ('olemiss', 0.008544810670296091)]",positive
35,34,46,34_advocate_continues impact communities_aurora health currently_donations critical personal,"[('advocate', 0.01275262009336298), ('continues impact communities', 0.012635532381049636), ('aurora health currently', 0.012635532381049636), ('donations critical personal', 0.012635532381049636), ('protective equipment learn', 0.012635532381049636), ('advocate aurora health', 0.012635532381049636), ('advocate aurora', 0.012635532381049636), ('nurses team', 0.012635532381049636), ('aurora', 0.012635532381049636), ('doctors nurses team', 0.012635532381049636)]",positive
36,35,43,35_pride_lgbtq_trans_month,"[('pride', 0.027925700662190998), ('lgbtq', 0.021159693815678563), ('trans', 0.012226526574856891), ('month', 0.009250862756164876), ('walgreens', 0.009087042345235264), ('lgbtq youth', 0.009087042345235264), ('pride month', 0.008865754947088331), ('youth', 0.00855187827839463), ('pridemonth', 0.008217378734836835), ('proud', 0.008039982592454658)]",positive
37,36,41,36_seniors_extremely honored_covid19 fell_healthcare montcopa,"[('seniors', 0.01946549807466019), ('extremely honored', 0.014105440626423296), ('covid19 fell', 0.011671232282735153), ('healthcare montcopa', 0.011671232282735153), ('thanks outlining', 0.011671232282735153), ('areas cant self', 0.011671232282735153), ('cant self', 0.011671232282735153), ('thank efforts', 0.011671232282735153), ('insurance issues present', 0.011671232282735153), ('health diagnoses', 0.011671232282735153)]",positive
38,37,40,37_mothers children_08122022_grants usa state_mothers children due,"[('mothers children', 0.03542829593757826), ('08122022', 0.03404793557336601), ('grants usa state', 0.03404793557336601), ('mothers children due', 0.03404793557336601), ('address health needs', 0.03404793557336601), ('needs mothers', 0.03404793557336601), ('needs mothers children', 0.03404793557336601), ('health needs mothers', 0.03404793557336601), ('agencies address health', 0.03404793557336601), ('state agencies address', 0.03404793557336601)]",positive
39,38,40,38_thank thank_thank much thank_much thank_thank thank much,"[('thank thank', 0.16277029930530215), ('thank much thank', 0.14424123722659402), ('much thank', 0.13043681656153672), ('thank thank much', 0.11871757151882838), ('thank', 0.10638735420936991), ('thank much', 0.10239385288588373), ('appreciate inclusion thank', 0.09602754766693813), ('inclusion thank', 0.09602754766693813), ('sir thank', 0.09602754766693813), ('appreciate inclusion', 0.09602754766693813)]",positive
40,39,39,39_music_concert_musicians_event,"[('music', 0.027437538751623018), ('concert', 0.014985497328809539), ('musicians', 0.014945441398364519), ('event', 0.01314226445841371), ('live', 0.01193148167688202), ('songs', 0.01018408282026132), ('live music', 0.009963957472550621), ('treats hippopsdenver', 0.008686506790193909), ('donation treats hippopsdenver', 0.008686506790193909), ('music missed', 0.008686506790193909)]",positive
41,40,38,40_coronavirus_city covid19_coronavirusbalt_100 baltimore city,"[('coronavirus', 0.020405777075338517), ('city covid19', 0.01531579682551471), ('coronavirusbalt', 0.01531579682551471), ('100 baltimore city', 0.01531579682551471), ('100 baltimore', 0.01531579682551471), ('directly support coronavirusbalt', 0.01531579682551471), ('providing health care', 0.01531579682551471), ('support mybmore', 0.01531579682551471), ('effortsfrom ensuring food', 0.01531579682551471), ('fund donations directly', 0.01531579682551471)]",positive
42,41,38,41_ice_detained_angelenos_immigrant angelenos,"[('ice', 0.04084713899137722), ('detained', 0.01709416209830344), ('angelenos', 0.01645251612115838), ('immigrant angelenos', 0.01645251612115838), ('adelanto', 0.01645251612115838), ('freethemall', 0.015125371067657406), ('demanding', 0.014444475835536987), ('demand', 0.014039810023870765), ('detention', 0.013460905366607327), ('us', 0.013014261096907924)]",positive
